Indicator;SeriesID;SeriesDescription;GeoAreaCode;GeoAreaName;TimePeriod;Total;Time_Detail;Source;FootNote;Nature;Units;Reporting Type;SeriesCode
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2009;2,2;2009;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2010;2,5;2010;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2011;1,9;2011;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2012;2,7;2012;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2013;2,1;2013;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2014;2,6;2014;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2015;1,7;2015;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2016;2,2;2016;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2017;2,6;2017;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2018;2,5;2018;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2019;2,9;2019;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);275;State of Palestine;2020;0,7;2020;Palestinian Central Bureau of Statistics, 2022.  National Accounts at Current and Constant Prices and Tourism Statistics;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2008;2,652290388;2008;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2009;2,77614467;2009;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2010;2,545118;2010;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2011;2,611227935;2011;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2012;2,743029906;2012;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2013;2,671468078;2013;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2014;2,626907086;2014;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2015;2,649718022;2015;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2016;2,737451289;2016;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2017;2,60057656;2017;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2018;2,598289601;2018;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2019;2,439835391;2019;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2020;1,691361455;2020;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);752;Sweden;2021;1,930075472;2021;Tourism Satellite Account, Swedish Agency for Economic and Regional Growth, Statistics Sweden, via cooperation UNTO - OECD.;;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2008;2,879399318;2008;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2009;2,848518815;2009;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2010;2,842453312;2010;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2011;2,825863478;2011;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2012;2,827451825;2012;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2013;2,792933624;2013;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2014;2,764549537;2014;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2015;2,78446334;2015;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2016;2,775475544;2016;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2017;2,836703549;2017;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2018;2,820370075;2018;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2019;2,856288597;2019;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);756;Switzerland;2020;2,152312299;2020;Secretariat of State for the Economy, Federal Statistical Office: National Account, Tourism Satellite Account, via cooperation UNWTO - OECD.;The data correspond to Tourism GVA (direct) as a percentage of total GVA. 2014 data are from Tourism Satellite Account (TSA), other data are from Annual Indicators of the TSA.;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2009;1,74;2009;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2010;2,03;2010;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2011;2,31;2011;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2012;2,29;2012;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2013;2,18;2013;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2014;2,49;2014;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2015;2,63;2015;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2016;2,57;2016;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2017;2,38;2017;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2018;2,34;2018;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);158;Taiwan Province of China;2019;2,47;2019;"1.Gross Domestic Product by Kind of Activity Table (at current prices), National Accounts, National Statistics, ROC(Taiwan).https://eng.stat.gov.tw/ct.asp?xItem=37408&CtNode=5347&mp=5; 2. Taiwan tourism Satellite Accounts( 2009-2019), Tourism Bureau,Ministry of Transportation and Communications, ROC(Taiwan)";;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);764;Thailand;2010;3,563394236;2010;Ministry of Tourism and Sports;Revised data;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);764;Thailand;2011;4,198748982;2011;Ministry of Tourism and Sports;Revised data;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);764;Thailand;2012;4,726829941;2012;Ministry of Tourism and Sports;Revised data;C;PERCENT;G;ST_GDP_ZS
8.9.1;3152;Tourism direct GDP as a proportion of total GDP (%);764;Thailand;2013;5,336110904;2013;Ministry of Tourism and Sports;Revised data;C;PERCENT;G;ST_GDP_ZS
